concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Traer informacion estudiante - banner,start,11159,2016-05-24 12:22:19+00:00,Traer informacion estudiante - banner,11159,121601,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,complete,11159,2016-05-24 12:22:19+00:00,Traer informacion estudiante - banner,11159,121601,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,start,11159,2016-05-24 12:22:23+00:00,Radicar Solicitud Homologacion,11159,121601,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11159,2016-05-24 12:22:23+00:00,Radicar Solicitud Homologacion,11159,121601,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,1,2016-06-03 00:24:04+00:00,Notificacion estudiante cancelacion soli,1,121601,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,1,2016-06-03 00:24:04+00:00,Notificacion estudiante cancelacion soli,1,121601,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,start,8263,2016-05-24 18:57:21+00:00,Traer informacion estudiante - banner,8263,121752,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,8263,2016-05-24 18:57:21+00:00,Traer informacion estudiante - banner,8263,121752,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,8263,2016-05-24 18:57:22+00:00,Radicar Solicitud Homologacion,8263,121752,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8263,2016-05-24 18:57:48+00:00,Radicar Solicitud Homologacion,8263,121752,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,19019,2016-05-24 19:23:54+00:00,Cancelar Solicitud,19019,121752,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,19019,2016-05-24 19:24:30+00:00,Cancelar Solicitud,19019,121752,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-05-24 20:37:41+00:00,Notificacion estudiante cancelacion soli,19019,121752,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,19019,2016-05-24 20:37:41+00:00,Notificacion estudiante cancelacion soli,19019,121752,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,7039,2016-05-24 19:58:11+00:00,Traer informacion estudiante - banner,7039,121755,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,7039,2016-05-24 19:58:11+00:00,Traer informacion estudiante - banner,7039,121755,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,7039,2016-05-24 19:58:12+00:00,Radicar Solicitud Homologacion,7039,121755,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7039,2016-05-24 19:58:13+00:00,Radicar Solicitud Homologacion,7039,121755,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,241,2016-05-24 20:11:20+00:00,Cancelar Solicitud,241,121755,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,241,2016-05-24 21:39:20+00:00,Cancelar Solicitud,241,121755,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,241,2016-06-10 21:51:58+00:00,Notificacion estudiante cancelacion soli,241,121755,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,241,2016-06-10 21:51:58+00:00,Notificacion estudiante cancelacion soli,241,121755,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,26359,2016-05-24 22:34:32+00:00,Traer informacion estudiante - banner,26359,121852,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,26359,2016-05-24 22:34:32+00:00,Traer informacion estudiante - banner,26359,121852,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,26359,2016-05-24 22:34:35+00:00,Radicar Solicitud Homologacion,26359,121852,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,26359,2016-05-24 23:03:21+00:00,Radicar Solicitud Homologacion,26359,121852,Variant 2,2,Fluxicon Disco
Validar solicitud,start,2292,2016-05-31 17:20:40+00:00,Validar solicitud,2292,121852,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,2292,2016-05-31 17:25:49+00:00,Validar solicitud,2292,121852,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,7387,2016-06-01 00:30:19+00:00,Homologacion por grupo de cursos,7387,121852,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,7387,2016-06-01 00:41:24+00:00,Homologacion por grupo de cursos,7387,121852,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,11314,2016-05-25 14:45:17+00:00,Traer informacion estudiante - banner,11314,122001,Variant 7,7,Fluxicon Disco
Traer informacion estudiante - banner,complete,11314,2016-05-25 14:45:17+00:00,Traer informacion estudiante - banner,11314,122001,Variant 7,7,Fluxicon Disco
Radicar Solicitud Homologacion,start,11314,2016-05-25 14:45:20+00:00,Radicar Solicitud Homologacion,11314,122001,Variant 7,7,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11314,2016-05-25 14:45:20+00:00,Radicar Solicitud Homologacion,11314,122001,Variant 7,7,Fluxicon Disco
Cancelar Solicitud,start,11314,2016-05-25 14:50:46+00:00,Cancelar Solicitud,11314,122001,Variant 7,7,Fluxicon Disco
Validar solicitud,start,6400,2016-05-25 14:50:46+00:00,Validar solicitud,6400,122001,Variant 7,7,Fluxicon Disco
Validar solicitud,complete,6400,2016-05-25 14:50:46+00:00,Validar solicitud,6400,122001,Variant 7,7,Fluxicon Disco
Cancelar Solicitud,complete,11314,2016-05-25 14:56:39+00:00,Cancelar Solicitud,11314,122001,Variant 7,7,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,11314,2016-05-25 23:53:24+00:00,Notificacion estudiante cancelacion soli,11314,122001,Variant 7,7,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,11314,2016-05-25 23:53:24+00:00,Notificacion estudiante cancelacion soli,11314,122001,Variant 7,7,Fluxicon Disco
Traer informacion estudiante - banner,start,7039,2016-05-25 17:54:07+00:00,Traer informacion estudiante - banner,7039,122052,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,7039,2016-05-25 17:54:07+00:00,Traer informacion estudiante - banner,7039,122052,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,7039,2016-05-25 17:54:08+00:00,Radicar Solicitud Homologacion,7039,122052,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7039,2016-05-25 17:54:19+00:00,Radicar Solicitud Homologacion,7039,122052,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,241,2016-05-25 18:05:21+00:00,Cancelar Solicitud,241,122052,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,241,2016-05-25 19:27:15+00:00,Cancelar Solicitud,241,122052,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,241,2016-06-10 21:52:26+00:00,Notificacion estudiante cancelacion soli,241,122052,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,241,2016-06-10 21:52:26+00:00,Notificacion estudiante cancelacion soli,241,122052,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,15612,2016-05-25 20:24:54+00:00,Traer informacion estudiante - banner,15612,122054,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,15612,2016-05-25 20:24:54+00:00,Traer informacion estudiante - banner,15612,122054,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,15612,2016-05-25 20:24:55+00:00,Radicar Solicitud Homologacion,15612,122054,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,15612,2016-05-25 20:27:19+00:00,Radicar Solicitud Homologacion,15612,122054,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-26 00:24:49+00:00,Cancelar Solicitud,22475,122054,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-26 00:24:53+00:00,Cancelar Solicitud,22475,122054,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-05-26 00:29:20+00:00,Notificacion estudiante cancelacion soli,22475,122054,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-26 00:29:20+00:00,Notificacion estudiante cancelacion soli,22475,122054,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,11393,2016-05-25 21:00:03+00:00,Traer informacion estudiante - banner,11393,122055,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,11393,2016-05-25 21:00:03+00:00,Traer informacion estudiante - banner,11393,122055,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,11393,2016-05-25 21:00:04+00:00,Radicar Solicitud Homologacion,11393,122055,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11393,2016-05-25 21:08:33+00:00,Radicar Solicitud Homologacion,11393,122055,Variant 2,2,Fluxicon Disco
Validar solicitud,start,677,2016-05-26 22:29:45+00:00,Validar solicitud,677,122055,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,677,2016-05-26 23:26:14+00:00,Validar solicitud,677,122055,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,677,2016-06-08 22:59:39+00:00,Homologacion por grupo de cursos,677,122055,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,677,2016-06-09 01:02:42+00:00,Homologacion por grupo de cursos,677,122055,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,8475,2016-05-25 19:43:07+00:00,Traer informacion estudiante - banner,8475,122102,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,8475,2016-05-25 19:43:07+00:00,Traer informacion estudiante - banner,8475,122102,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,8475,2016-05-25 19:43:09+00:00,Radicar Solicitud Homologacion,8475,122102,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8475,2016-05-25 19:43:12+00:00,Radicar Solicitud Homologacion,8475,122102,Variant 2,2,Fluxicon Disco
Validar solicitud,start,1646,2016-05-25 19:46:37+00:00,Validar solicitud,1646,122102,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,1646,2016-05-25 20:19:05+00:00,Validar solicitud,1646,122102,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,12535,2016-06-01 22:14:50+00:00,Homologacion por grupo de cursos,12535,122102,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,12535,2016-06-02 00:57:50+00:00,Homologacion por grupo de cursos,12535,122102,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,15612,2016-05-26 00:31:11+00:00,Traer informacion estudiante - banner,15612,122154,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,15612,2016-05-26 00:31:11+00:00,Traer informacion estudiante - banner,15612,122154,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,15612,2016-05-26 00:31:13+00:00,Radicar Solicitud Homologacion,15612,122154,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,15612,2016-05-26 00:31:17+00:00,Radicar Solicitud Homologacion,15612,122154,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-26 00:35:51+00:00,Cancelar Solicitud,22475,122154,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-26 00:35:52+00:00,Cancelar Solicitud,22475,122154,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-05-26 00:37:14+00:00,Notificacion estudiante cancelacion soli,22475,122154,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-26 00:37:14+00:00,Notificacion estudiante cancelacion soli,22475,122154,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,15612,2016-05-26 01:10:13+00:00,Traer informacion estudiante - banner,15612,122155,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,15612,2016-05-26 01:10:13+00:00,Traer informacion estudiante - banner,15612,122155,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,15612,2016-05-26 01:10:14+00:00,Radicar Solicitud Homologacion,15612,122155,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,15612,2016-05-26 01:43:03+00:00,Radicar Solicitud Homologacion,15612,122155,Variant 2,2,Fluxicon Disco
Validar solicitud,start,22475,2016-06-02 15:06:33+00:00,Validar solicitud,22475,122155,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,22475,2016-06-02 15:08:23+00:00,Validar solicitud,22475,122155,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,22475,2016-06-02 17:50:10+00:00,Homologacion por grupo de cursos,22475,122155,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,22475,2016-06-02 18:48:19+00:00,Homologacion por grupo de cursos,22475,122155,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,4913,2016-05-26 16:41:54+00:00,Traer informacion estudiante - banner,4913,122252,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,4913,2016-05-26 16:41:54+00:00,Traer informacion estudiante - banner,4913,122252,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,4913,2016-05-26 16:41:57+00:00,Radicar Solicitud Homologacion,4913,122252,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4913,2016-05-26 16:42:28+00:00,Radicar Solicitud Homologacion,4913,122252,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,19019,2016-05-26 17:13:37+00:00,Cancelar Solicitud,19019,122252,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,19019,2016-05-26 17:17:40+00:00,Cancelar Solicitud,19019,122252,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-05-26 23:16:58+00:00,Notificacion estudiante cancelacion soli,19019,122252,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,19019,2016-05-26 23:16:58+00:00,Notificacion estudiante cancelacion soli,19019,122252,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,6625,2016-05-26 16:40:02+00:00,Traer informacion estudiante - banner,6625,122304,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,6625,2016-05-26 16:40:02+00:00,Traer informacion estudiante - banner,6625,122304,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,6625,2016-05-26 16:40:03+00:00,Radicar Solicitud Homologacion,6625,122304,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6625,2016-05-26 16:40:32+00:00,Radicar Solicitud Homologacion,6625,122304,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,1707,2016-05-26 17:09:37+00:00,Cancelar Solicitud,1707,122304,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,1707,2016-05-26 19:08:27+00:00,Cancelar Solicitud,1707,122304,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,1707,2016-06-20 15:44:17+00:00,Notificacion estudiante cancelacion soli,1707,122304,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,1707,2016-06-20 15:44:17+00:00,Notificacion estudiante cancelacion soli,1707,122304,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,6598,2016-05-26 18:45:56+00:00,Traer informacion estudiante - banner,6598,122308,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,6598,2016-05-26 18:45:56+00:00,Traer informacion estudiante - banner,6598,122308,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,6598,2016-05-26 18:45:57+00:00,Radicar Solicitud Homologacion,6598,122308,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6598,2016-05-26 18:46:12+00:00,Radicar Solicitud Homologacion,6598,122308,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,6598,2016-05-26 19:01:54+00:00,Cancelar Solicitud,6598,122308,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,6598,2016-05-26 19:02:52+00:00,Cancelar Solicitud,6598,122308,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,6598,2016-05-26 21:26:33+00:00,Notificacion estudiante cancelacion soli,6598,122308,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,6598,2016-05-26 21:26:33+00:00,Notificacion estudiante cancelacion soli,6598,122308,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,19591,2016-05-27 20:38:24+00:00,Traer informacion estudiante - banner,19591,122652,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,19591,2016-05-27 20:38:24+00:00,Traer informacion estudiante - banner,19591,122652,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,19591,2016-05-27 20:38:25+00:00,Radicar Solicitud Homologacion,19591,122652,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,19591,2016-05-27 20:55:39+00:00,Radicar Solicitud Homologacion,19591,122652,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,186,2016-06-01 23:14:38+00:00,Cancelar Solicitud,186,122652,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,186,2016-06-02 00:49:23+00:00,Cancelar Solicitud,186,122652,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,186,2016-06-20 20:16:14+00:00,Notificacion estudiante cancelacion soli,186,122652,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,186,2016-06-20 20:16:14+00:00,Notificacion estudiante cancelacion soli,186,122652,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,19591,2016-05-27 20:39:11+00:00,Traer informacion estudiante - banner,19591,122653,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,19591,2016-05-27 20:39:11+00:00,Traer informacion estudiante - banner,19591,122653,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,19591,2016-05-27 20:39:12+00:00,Radicar Solicitud Homologacion,19591,122653,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,19591,2016-05-27 20:56:59+00:00,Radicar Solicitud Homologacion,19591,122653,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,186,2016-06-01 23:47:03+00:00,Cancelar Solicitud,186,122653,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,186,2016-06-02 01:21:15+00:00,Cancelar Solicitud,186,122653,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,186,2016-06-20 20:48:49+00:00,Notificacion estudiante cancelacion soli,186,122653,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,186,2016-06-20 20:48:49+00:00,Notificacion estudiante cancelacion soli,186,122653,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-05-27 23:17:29+00:00,Notificacion estudiante cancelacion soli,19019,122702,Variant 10,10,Fluxicon Disco
