Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:39:00,2016-06-16 17:39:00,29277,125802,Variant 1,1,Fluxicon Disco,0,125802_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8882,2016-06-15 14:14:04,2016-06-15 14:14:04,8882,125803,Variant 1,1,Fluxicon Disco,0,125803_Traer informacion estudiante - banner_0,complete,8882,,Traer informacion estudiante - banner,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8882,2016-06-15 14:14:07,2016-06-15 14:14:07,8882,125803,Variant 1,1,Fluxicon Disco,0,125803_Radicar Solicitud Homologacion_0,complete,8882,,Radicar Solicitud Homologacion,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-15 14:18:13,2016-06-15 14:27:52,29277,125803,Variant 1,1,Fluxicon Disco,0,125803_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:09:39,579,579000,0.160833333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:39:24,2016-06-16 17:39:24,29277,125803,Variant 1,1,Fluxicon Disco,0,125803_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,2740,2016-06-15 16:26:39,2016-06-15 16:26:39,2740,125809,Variant 1,1,Fluxicon Disco,0,125809_Traer informacion estudiante - banner_0,complete,2740,,Traer informacion estudiante - banner,2740,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,2740,2016-06-15 16:26:40,2016-06-15 16:27:18,2740,125809,Variant 1,1,Fluxicon Disco,0,125809_Radicar Solicitud Homologacion_0,complete,2740,,Radicar Solicitud Homologacion,2740,Variant 1,1,Fluxicon Disco,0,0 days 00:00:38,38,38000,0.0105555555555556,Radicar Solicitud Homologacion
Cancelar Solicitud,start,677,2016-06-15 17:05:14,2016-06-15 17:05:53,677,125809,Variant 1,1,Fluxicon Disco,0,125809_Cancelar Solicitud_0,complete,677,,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:39,39,39000,0.0108333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,677,2016-06-15 17:44:38,2016-06-15 17:44:38,677,125809,Variant 1,1,Fluxicon Disco,0,125809_Notificacion estudiante cancelacion soli_0,complete,677,,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,2740,2016-06-15 17:53:31,2016-06-15 17:53:31,2740,125811,Variant 2,2,Fluxicon Disco,0,125811_Traer informacion estudiante - banner_0,complete,2740,,Traer informacion estudiante - banner,2740,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,2740,2016-06-15 17:53:32,2016-06-15 17:53:50,2740,125811,Variant 2,2,Fluxicon Disco,0,125811_Radicar Solicitud Homologacion_0,complete,2740,,Radicar Solicitud Homologacion,2740,Variant 2,2,Fluxicon Disco,0,0 days 00:00:18,18,18000,0.005,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-06-15 18:12:18,2016-06-15 18:19:08,677,125811,Variant 2,2,Fluxicon Disco,0,125811_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:06:50,410,410000,0.113888888888889,Validar solicitud
Homologacion por grupo de cursos,start,3445,2016-06-16 17:02:47,2016-06-16 17:44:25,3445,125811,Variant 2,2,Fluxicon Disco,0,125811_Homologacion por grupo de cursos_0,complete,3445,,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 00:41:38,2498,2498000,0.693888888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,9451,2016-06-15 18:20:42,2016-06-15 18:20:42,9451,125812,Variant 1,1,Fluxicon Disco,0,125812_Traer informacion estudiante - banner_0,complete,9451,,Traer informacion estudiante - banner,9451,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9451,2016-06-15 18:20:43,2016-06-15 18:20:58,9451,125812,Variant 1,1,Fluxicon Disco,0,125812_Radicar Solicitud Homologacion_0,complete,9451,,Radicar Solicitud Homologacion,9451,Variant 1,1,Fluxicon Disco,0,0 days 00:00:15,15,15000,0.0041666666666666,Radicar Solicitud Homologacion
Cancelar Solicitud,start,186,2016-06-15 18:36:32,2016-06-15 19:01:55,186,125812,Variant 1,1,Fluxicon Disco,0,125812_Cancelar Solicitud_0,complete,186,,Cancelar Solicitud,186,Variant 1,1,Fluxicon Disco,0,0 days 00:25:23,1523,1523000,0.423055555555556,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,186,2016-06-20 21:59:16,2016-06-20 21:59:16,186,125812,Variant 1,1,Fluxicon Disco,0,125812_Notificacion estudiante cancelacion soli_0,complete,186,,Notificacion estudiante cancelacion soli,186,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,9509,2016-06-16 16:54:37,2016-06-16 16:54:37,9509,125953,Variant 1,1,Fluxicon Disco,0,125953_Traer informacion estudiante - banner_0,complete,9509,,Traer informacion estudiante - banner,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9509,2016-06-16 16:54:38,2016-06-16 16:54:46,9509,125953,Variant 1,1,Fluxicon Disco,0,125953_Radicar Solicitud Homologacion_0,complete,9509,,Radicar Solicitud Homologacion,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-16 17:02:53,2016-06-16 17:03:34,29277,125953,Variant 1,1,Fluxicon Disco,0,125953_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:41,41,41000,0.0113888888888889,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:44:49,2016-06-16 17:44:49,29277,125953,Variant 1,1,Fluxicon Disco,0,125953_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,9509,2016-06-16 17:10:47,2016-06-16 17:10:47,9509,125957,Variant 1,1,Fluxicon Disco,0,125957_Traer informacion estudiante - banner_0,complete,9509,,Traer informacion estudiante - banner,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9509,2016-06-16 17:10:48,2016-06-16 17:10:53,9509,125957,Variant 1,1,Fluxicon Disco,0,125957_Radicar Solicitud Homologacion_0,complete,9509,,Radicar Solicitud Homologacion,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:05,5,5000,0.0013888888888888,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-16 17:16:40,2016-06-16 17:17:09,29277,125957,Variant 1,1,Fluxicon Disco,0,125957_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:29,29,29000,0.0080555555555555,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:46:17,2016-06-16 17:46:17,29277,125957,Variant 1,1,Fluxicon Disco,0,125957_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,9509,2016-06-16 17:18:37,2016-06-16 17:18:37,9509,125958,Variant 1,1,Fluxicon Disco,0,125958_Traer informacion estudiante - banner_0,complete,9509,,Traer informacion estudiante - banner,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9509,2016-06-16 17:18:40,2016-06-16 17:18:48,9509,125958,Variant 1,1,Fluxicon Disco,0,125958_Radicar Solicitud Homologacion_0,complete,9509,,Radicar Solicitud Homologacion,9509,Variant 1,1,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-16 17:26:47,2016-06-16 17:27:06,29277,125958,Variant 1,1,Fluxicon Disco,0,125958_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:19,19,19000,0.0052777777777777,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:46:33,2016-06-16 17:46:33,29277,125958,Variant 1,1,Fluxicon Disco,0,125958_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,11653,2016-06-16 17:42:06,2016-06-16 17:42:06,11653,125959,Variant 2,2,Fluxicon Disco,0,125959_Traer informacion estudiante - banner_0,complete,11653,,Traer informacion estudiante - banner,11653,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,11653,2016-06-16 17:42:09,2016-06-16 17:42:17,11653,125959,Variant 2,2,Fluxicon Disco,0,125959_Radicar Solicitud Homologacion_0,complete,11653,,Radicar Solicitud Homologacion,11653,Variant 2,2,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,22404,2016-06-16 17:50:36,2016-06-16 17:52:45,22404,125959,Variant 2,2,Fluxicon Disco,0,125959_Validar solicitud_0,complete,22404,,Validar solicitud,22404,Variant 2,2,Fluxicon Disco,0,0 days 00:02:09,129,129000,0.0358333333333333,Validar solicitud
Homologacion por grupo de cursos,start,22404,2016-06-16 20:31:01,2016-06-16 21:24:57,22404,125959,Variant 2,2,Fluxicon Disco,0,125959_Homologacion por grupo de cursos_0,complete,22404,,Homologacion por grupo de cursos,22404,Variant 2,2,Fluxicon Disco,0,0 days 00:53:56,3236,3236000,0.898888888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,29579,2016-06-16 19:22:44,2016-06-16 19:22:44,29579,125962,Variant 1,1,Fluxicon Disco,0,125962_Traer informacion estudiante - banner_0,complete,29579,,Traer informacion estudiante - banner,29579,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29579,2016-06-16 19:22:45,2016-06-16 19:35:22,29579,125962,Variant 1,1,Fluxicon Disco,0,125962_Radicar Solicitud Homologacion_0,complete,29579,,Radicar Solicitud Homologacion,29579,Variant 1,1,Fluxicon Disco,0,0 days 00:12:37,757,757000,0.210277777777778,Radicar Solicitud Homologacion
Cancelar Solicitud,start,22475,2016-06-20 15:04:32,2016-06-20 15:04:35,22475,125962,Variant 1,1,Fluxicon Disco,0,125962_Cancelar Solicitud_0,complete,22475,,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3,3000,0.0008333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,22475,2016-06-20 16:03:14,2016-06-20 16:03:14,22475,125962,Variant 1,1,Fluxicon Disco,0,125962_Notificacion estudiante cancelacion soli_0,complete,22475,,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Validar solicitud,start,6400,2016-06-19 17:33:46,2016-06-19 17:33:46,6400,126151,Variant 94,94,Fluxicon Disco,0,126151_Validar solicitud_0,complete,6400,,Validar solicitud,6400,Variant 94,94,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Cancelar Solicitud,start,6400,2016-06-19 17:33:47,2016-06-19 17:35:42,6400,126151,Variant 94,94,Fluxicon Disco,0,126151_Cancelar Solicitud_0,complete,6400,,Cancelar Solicitud,6400,Variant 94,94,Fluxicon Disco,0,0 days 00:01:55,115,115000,0.0319444444444444,Cancelar Solicitud
Traer informacion estudiante - banner,start,8525,2016-06-19 18:57:56,2016-06-19 18:57:56,8525,126151,Variant 94,94,Fluxicon Disco,0,126151_Traer informacion estudiante - banner_0,complete,8525,,Traer informacion estudiante - banner,8525,Variant 94,94,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8525,2016-06-19 18:58:05,2016-06-19 18:58:05,8525,126151,Variant 94,94,Fluxicon Disco,0,126151_Radicar Solicitud Homologacion_0,complete,8525,,Radicar Solicitud Homologacion,8525,Variant 94,94,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,6400,2016-06-20 17:55:19,2016-06-20 17:55:19,6400,126151,Variant 94,94,Fluxicon Disco,0,126151_Notificacion estudiante cancelacion soli_0,complete,6400,,Notificacion estudiante cancelacion soli,6400,Variant 94,94,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8525,2016-06-19 17:42:14,2016-06-19 17:42:14,8525,126201,Variant 1,1,Fluxicon Disco,0,126201_Traer informacion estudiante - banner_0,complete,8525,,Traer informacion estudiante - banner,8525,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8525,2016-06-19 17:42:19,2016-06-19 18:22:19,8525,126201,Variant 1,1,Fluxicon Disco,0,126201_Radicar Solicitud Homologacion_0,complete,8525,,Radicar Solicitud Homologacion,8525,Variant 1,1,Fluxicon Disco,0,0 days 00:40:00,2400,2400000,0.666666666666667,Radicar Solicitud Homologacion
Cancelar Solicitud,start,8525,2016-06-27 00:53:00,2016-06-27 00:53:00,8525,126201,Variant 1,1,Fluxicon Disco,0,126201_Cancelar Solicitud_0,complete,8525,,Cancelar Solicitud,8525,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,8525,2016-06-27 01:01:44,2016-06-27 01:01:44,8525,126201,Variant 1,1,Fluxicon Disco,0,126201_Notificacion estudiante cancelacion soli_0,complete,8525,,Notificacion estudiante cancelacion soli,8525,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,14440,2016-06-20 15:27:50,2016-06-20 15:27:50,14440,126451,Variant 1,1,Fluxicon Disco,0,126451_Traer informacion estudiante - banner_0,complete,14440,,Traer informacion estudiante - banner,14440,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,14440,2016-06-20 15:27:53,2016-06-20 15:31:26,14440,126451,Variant 1,1,Fluxicon Disco,0,126451_Radicar Solicitud Homologacion_0,complete,14440,,Radicar Solicitud Homologacion,14440,Variant 1,1,Fluxicon Disco,0,0 days 00:03:33,213,213000,0.0591666666666667,Radicar Solicitud Homologacion
Cancelar Solicitud,start,18929,2016-06-20 19:33:05,2016-06-20 19:49:27,18929,126451,Variant 1,1,Fluxicon Disco,0,126451_Cancelar Solicitud_0,complete,18929,,Cancelar Solicitud,18929,Variant 1,1,Fluxicon Disco,0,0 days 00:16:22,982,982000,0.272777777777778,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,18929,2016-06-22 19:55:56,2016-06-22 19:55:56,18929,126451,Variant 1,1,Fluxicon Disco,0,126451_Notificacion estudiante cancelacion soli_0,complete,18929,,Notificacion estudiante cancelacion soli,18929,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,29577,2016-06-20 20:50:49,2016-06-20 20:50:49,29577,126457,Variant 1,1,Fluxicon Disco,0,126457_Traer informacion estudiante - banner_0,complete,29577,,Traer informacion estudiante - banner,29577,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29577,2016-06-20 20:50:52,2016-06-20 21:18:02,29577,126457,Variant 1,1,Fluxicon Disco,0,126457_Radicar Solicitud Homologacion_0,complete,29577,,Radicar Solicitud Homologacion,29577,Variant 1,1,Fluxicon Disco,0,0 days 00:27:10,1630,1630000,0.452777777777778,Radicar Solicitud Homologacion
Cancelar Solicitud,start,22475,2016-06-24 01:10:18,2016-06-24 01:11:05,22475,126457,Variant 1,1,Fluxicon Disco,0,126457_Cancelar Solicitud_0,complete,22475,,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:47,47,47000,0.0130555555555556,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,22475,2016-06-24 01:58:15,2016-06-24 01:58:15,22475,126457,Variant 1,1,Fluxicon Disco,0,126457_Notificacion estudiante cancelacion soli_0,complete,22475,,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,6625,2016-06-20 23:58:57,2016-06-20 23:58:57,6625,126460,Variant 2,2,Fluxicon Disco,0,126460_Traer informacion estudiante - banner_0,complete,6625,,Traer informacion estudiante - banner,6625,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,6625,2016-06-20 23:59:00,2016-06-20 23:59:11,6625,126460,Variant 2,2,Fluxicon Disco,0,126460_Radicar Solicitud Homologacion_0,complete,6625,,Radicar Solicitud Homologacion,6625,Variant 2,2,Fluxicon Disco,0,0 days 00:00:11,11,11000,0.0030555555555555,Radicar Solicitud Homologacion
Validar solicitud,start,29277,2016-06-21 00:10:16,2016-06-21 00:12:05,29277,126460,Variant 2,2,Fluxicon Disco,0,126460_Validar solicitud_0,complete,29277,,Validar solicitud,29277,Variant 2,2,Fluxicon Disco,0,0 days 00:01:49,109,109000,0.0302777777777778,Validar solicitud
Homologacion por grupo de cursos,start,1007,2016-06-21 14:42:56,2016-06-21 14:45:16,1007,126460,Variant 2,2,Fluxicon Disco,0,126460_Homologacion por grupo de cursos_0,complete,1007,,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 00:02:20,140,140000,0.0388888888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,11993,2016-06-20 18:48:51,2016-06-20 18:48:51,11993,126504,Variant 2,2,Fluxicon Disco,0,126504_Traer informacion estudiante - banner_0,complete,11993,,Traer informacion estudiante - banner,11993,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,11993,2016-06-20 18:48:53,2016-06-20 19:10:04,11993,126504,Variant 2,2,Fluxicon Disco,0,126504_Radicar Solicitud Homologacion_0,complete,11993,,Radicar Solicitud Homologacion,11993,Variant 2,2,Fluxicon Disco,0,0 days 00:21:11,1271,1271000,0.353055555555556,Radicar Solicitud Homologacion
Validar solicitud,start,186,2016-06-23 03:22:25,2016-06-23 03:34:43,186,126504,Variant 2,2,Fluxicon Disco,0,126504_Validar solicitud_0,complete,186,,Validar solicitud,186,Variant 2,2,Fluxicon Disco,0,0 days 00:12:18,738,738000,0.205,Validar solicitud
Homologacion por grupo de cursos,start,26788,2016-06-24 22:18:52,2016-06-24 22:37:58,26788,126504,Variant 2,2,Fluxicon Disco,0,126504_Homologacion por grupo de cursos_0,complete,26788,,Homologacion por grupo de cursos,26788,Variant 2,2,Fluxicon Disco,0,0 days 00:19:06,1146,1146000,0.318333333333333,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,29578,2016-06-20 19:18:53,2016-06-20 19:18:53,29578,126506,Variant 22,22,Fluxicon Disco,0,126506_Traer informacion estudiante - banner_0,complete,29578,,Traer informacion estudiante - banner,29578,Variant 22,22,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
